421829newsML.txt C:\Users\Rasata Liantsoa\Documents\4INFO\Acqdeco\Reuters50_50\Reuters50_50\C50test/AaronPressman/421829newsML.txt
360041newsML.txt C:\Users\Rasata Liantsoa\Documents\4INFO\Acqdeco\Reuters50_50\Reuters50_50\C50test/LynnleyBrowning/360041newsML.txt
Canonicizers: Normalize ASCII 
EventDriver: Lexical Frequencies 
Analysis: Linear SVM 
1. SarahDavison 43.0


37045newsML.txt C:\Users\Rasata Liantsoa\Documents\4INFO\Acqdeco\Reuters50_50\Reuters50_50\C50test/LynnleyBrowning/37045newsML.txt
Canonicizers: Normalize ASCII 
EventDriver: Lexical Frequencies 
Analysis: Linear SVM 
1. JoeOrtiz 17.0


37073newsML.txt C:\Users\Rasata Liantsoa\Documents\4INFO\Acqdeco\Reuters50_50\Reuters50_50\C50test/LynnleyBrowning/37073newsML.txt
Canonicizers: Normalize ASCII 
EventDriver: Lexical Frequencies 
Analysis: Linear SVM 
1. LynnleyBrowning 29.0


390774newsML.txt C:\Users\Rasata Liantsoa\Documents\4INFO\Acqdeco\Reuters50_50\Reuters50_50\C50test/LynnleyBrowning/390774newsML.txt
Canonicizers: Normalize ASCII 
EventDriver: Lexical Frequencies 
Analysis: Linear SVM 
1. RogerFillion 41.0


397543newsML.txt C:\Users\Rasata Liantsoa\Documents\4INFO\Acqdeco\Reuters50_50\Reuters50_50\C50test/LynnleyBrowning/397543newsML.txt
Canonicizers: Normalize ASCII 
EventDriver: Lexical Frequencies 
Analysis: Linear SVM 
1. LynnleyBrowning 29.0


404096newsML.txt C:\Users\Rasata Liantsoa\Documents\4INFO\Acqdeco\Reuters50_50\Reuters50_50\C50test/LynnleyBrowning/404096newsML.txt
Canonicizers: Normalize ASCII 
EventDriver: Lexical Frequencies 
Analysis: Linear SVM 
1. DavidLawder 8.0


407094newsML.txt C:\Users\Rasata Liantsoa\Documents\4INFO\Acqdeco\Reuters50_50\Reuters50_50\C50test/LynnleyBrowning/407094newsML.txt
Canonicizers: Normalize ASCII 
EventDriver: Lexical Frequencies 
Analysis: Linear SVM 
1. AlexanderSmith 3.0


420768newsML.txt C:\Users\Rasata Liantsoa\Documents\4INFO\Acqdeco\Reuters50_50\Reuters50_50\C50test/LynnleyBrowning/420768newsML.txt
Canonicizers: Normalize ASCII 
EventDriver: Lexical Frequencies 
Analysis: Linear SVM 
1. DavidLawder 8.0


432812newsML.txt C:\Users\Rasata Liantsoa\Documents\4INFO\Acqdeco\Reuters50_50\Reuters50_50\C50test/LynnleyBrowning/432812newsML.txt
Canonicizers: Normalize ASCII 
EventDriver: Lexical Frequencies 
Analysis: Linear SVM 
1. LynnleyBrowning 29.0


43494newsML.txt C:\Users\Rasata Liantsoa\Documents\4INFO\Acqdeco\Reuters50_50\Reuters50_50\C50test/LynnleyBrowning/43494newsML.txt
Canonicizers: Normalize ASCII 
EventDriver: Lexical Frequencies 
Analysis: Linear SVM 
1. WilliamKazer 50.0


442294newsML.txt C:\Users\Rasata Liantsoa\Documents\4INFO\Acqdeco\Reuters50_50\Reuters50_50\C50test/LynnleyBrowning/442294newsML.txt
Canonicizers: Normalize ASCII 
EventDriver: Lexical Frequencies 
Analysis: Linear SVM 
1. LynneO'Donnell 28.0


452595newsML.txt C:\Users\Rasata Liantsoa\Documents\4INFO\Acqdeco\Reuters50_50\Reuters50_50\C50test/LynnleyBrowning/452595newsML.txt
Canonicizers: Normalize ASCII 
EventDriver: Lexical Frequencies 
Analysis: Linear SVM 
1. JanLopatka 15.0


465761newsML.txt C:\Users\Rasata Liantsoa\Documents\4INFO\Acqdeco\Reuters50_50\Reuters50_50\C50test/LynnleyBrowning/465761newsML.txt
Canonicizers: Normalize ASCII 
EventDriver: Lexical Frequencies 
Analysis: Linear SVM 
1. LynnleyBrowning 29.0


465820newsML.txt C:\Users\Rasata Liantsoa\Documents\4INFO\Acqdeco\Reuters50_50\Reuters50_50\C50test/LynnleyBrowning/465820newsML.txt
Canonicizers: Normalize ASCII 
EventDriver: Lexical Frequencies 
Analysis: Linear SVM 
1. LynnleyBrowning 29.0


481244newsML.txt C:\Users\Rasata Liantsoa\Documents\4INFO\Acqdeco\Reuters50_50\Reuters50_50\C50test/LynnleyBrowning/481244newsML.txt
Canonicizers: Normalize ASCII 
EventDriver: Lexical Frequencies 
Analysis: Linear SVM 
1. LynnleyBrowning 29.0


48188newsML.txt C:\Users\Rasata Liantsoa\Documents\4INFO\Acqdeco\Reuters50_50\Reuters50_50\C50test/LynnleyBrowning/48188newsML.txt
Canonicizers: Normalize ASCII 
EventDriver: Lexical Frequencies 
Analysis: Linear SVM 
1. LynnleyBrowning 29.0


490772newsML.txt C:\Users\Rasata Liantsoa\Documents\4INFO\Acqdeco\Reuters50_50\Reuters50_50\C50test/LynnleyBrowning/490772newsML.txt
Canonicizers: Normalize ASCII 
EventDriver: Lexical Frequencies 
Analysis: Linear SVM 
1. LynnleyBrowning 29.0


499374newsML.txt C:\Users\Rasata Liantsoa\Documents\4INFO\Acqdeco\Reuters50_50\Reuters50_50\C50test/LynnleyBrowning/499374newsML.txt
Canonicizers: Normalize ASCII 
EventDriver: Lexical Frequencies 
Analysis: Linear SVM 
1. DavidLawder 8.0


511387newsML.txt C:\Users\Rasata Liantsoa\Documents\4INFO\Acqdeco\Reuters50_50\Reuters50_50\C50test/LynnleyBrowning/511387newsML.txt
Canonicizers: Normalize ASCII 
EventDriver: Lexical Frequencies 
Analysis: Linear SVM 
1. LynnleyBrowning 29.0


516888newsML.txt C:\Users\Rasata Liantsoa\Documents\4INFO\Acqdeco\Reuters50_50\Reuters50_50\C50test/LynnleyBrowning/516888newsML.txt
Canonicizers: Normalize ASCII 
EventDriver: Lexical Frequencies 
Analysis: Linear SVM 
1. SarahDavison 43.0


52569newsML.txt C:\Users\Rasata Liantsoa\Documents\4INFO\Acqdeco\Reuters50_50\Reuters50_50\C50test/LynnleyBrowning/52569newsML.txt
Canonicizers: Normalize ASCII 
EventDriver: Lexical Frequencies 
Analysis: Linear SVM 
1. LynnleyBrowning 29.0


55464newsML.txt C:\Users\Rasata Liantsoa\Documents\4INFO\Acqdeco\Reuters50_50\Reuters50_50\C50test/LynnleyBrowning/55464newsML.txt
Canonicizers: Normalize ASCII 
EventDriver: Lexical Frequencies 
Analysis: Linear SVM 
1. KirstinRidley 25.0


55512newsML.txt C:\Users\Rasata Liantsoa\Documents\4INFO\Acqdeco\Reuters50_50\Reuters50_50\C50test/LynnleyBrowning/55512newsML.txt
Canonicizers: Normalize ASCII 
EventDriver: Lexical Frequencies 
Analysis: Linear SVM 
1. EdnaFernandes 9.0


56273newsML.txt C:\Users\Rasata Liantsoa\Documents\4INFO\Acqdeco\Reuters50_50\Reuters50_50\C50test/LynnleyBrowning/56273newsML.txt
Canonicizers: Normalize ASCII 
EventDriver: Lexical Frequencies 
Analysis: Linear SVM 
1. KirstinRidley 25.0


565907newsML.txt C:\Users\Rasata Liantsoa\Documents\4INFO\Acqdeco\Reuters50_50\Reuters50_50\C50test/LynnleyBrowning/565907newsML.txt
Canonicizers: Normalize ASCII 
EventDriver: Lexical Frequencies 
Analysis: Linear SVM 
1. SarahDavison 43.0


597530newsML.txt C:\Users\Rasata Liantsoa\Documents\4INFO\Acqdeco\Reuters50_50\Reuters50_50\C50test/LynnleyBrowning/597530newsML.txt
Canonicizers: Normalize ASCII 
EventDriver: Lexical Frequencies 
Analysis: Linear SVM 
1. JoWinterbottom 20.0


601534newsML.txt C:\Users\Rasata Liantsoa\Documents\4INFO\Acqdeco\Reuters50_50\Reuters50_50\C50test/LynnleyBrowning/601534newsML.txt
Canonicizers: Normalize ASCII 
EventDriver: Lexical Frequencies 
Analysis: Linear SVM 
1. LynnleyBrowning 29.0


613563newsML.txt C:\Users\Rasata Liantsoa\Documents\4INFO\Acqdeco\Reuters50_50\Reuters50_50\C50test/LynnleyBrowning/613563newsML.txt
Canonicizers: Normalize ASCII 
EventDriver: Lexical Frequencies 
Analysis: Linear SVM 
1. LynnleyBrowning 29.0


619783newsML.txt C:\Users\Rasata Liantsoa\Documents\4INFO\Acqdeco\Reuters50_50\Reuters50_50\C50test/LynnleyBrowning/619783newsML.txt
Canonicizers: Normalize ASCII 
EventDriver: Lexical Frequencies 
Analysis: Linear SVM 
1. LynnleyBrowning 29.0


636379newsML.txt C:\Users\Rasata Liantsoa\Documents\4INFO\Acqdeco\Reuters50_50\Reuters50_50\C50test/LynnleyBrowning/636379newsML.txt
Canonicizers: Normalize ASCII 
EventDriver: Lexical Frequencies 
Analysis: Linear SVM 
1. LynnleyBrowning 29.0


636476newsML.txt C:\Users\Rasata Liantsoa\Documents\4INFO\Acqdeco\Reuters50_50\Reuters50_50\C50test/LynnleyBrowning/636476newsML.txt
Canonicizers: Normalize ASCII 
EventDriver: Lexical Frequencies 
Analysis: Linear SVM 
1. LynnleyBrowning 29.0


63900newsML.txt C:\Users\Rasata Liantsoa\Documents\4INFO\Acqdeco\Reuters50_50\Reuters50_50\C50test/LynnleyBrowning/63900newsML.txt
Canonicizers: Normalize ASCII 
EventDriver: Lexical Frequencies 
Analysis: Linear SVM 
1. LynnleyBrowning 29.0


639556newsML.txt C:\Users\Rasata Liantsoa\Documents\4INFO\Acqdeco\Reuters50_50\Reuters50_50\C50test/LynnleyBrowning/639556newsML.txt
Canonicizers: Normalize ASCII 
EventDriver: Lexical Frequencies 
Analysis: Linear SVM 
1. WilliamKazer 50.0


639638newsML.txt C:\Users\Rasata Liantsoa\Documents\4INFO\Acqdeco\Reuters50_50\Reuters50_50\C50test/LynnleyBrowning/639638newsML.txt
Canonicizers: Normalize ASCII 
EventDriver: Lexical Frequencies 
Analysis: Linear SVM 
1. LynnleyBrowning 29.0


642734newsML.txt C:\Users\Rasata Liantsoa\Documents\4INFO\Acqdeco\Reuters50_50\Reuters50_50\C50test/LynnleyBrowning/642734newsML.txt
Canonicizers: Normalize ASCII 
EventDriver: Lexical Frequencies 
Analysis: Linear SVM 
1. LynnleyBrowning 29.0


663160newsML.txt C:\Users\Rasata Liantsoa\Documents\4INFO\Acqdeco\Reuters50_50\Reuters50_50\C50test/LynnleyBrowning/663160newsML.txt
Canonicizers: Normalize ASCII 
EventDriver: Lexical Frequencies 
Analysis: Linear SVM 
1. LynnleyBrowning 29.0


66810newsML.txt C:\Users\Rasata Liantsoa\Documents\4INFO\Acqdeco\Reuters50_50\Reuters50_50\C50test/LynnleyBrowning/66810newsML.txt
Canonicizers: Normalize ASCII 
EventDriver: Lexical Frequencies 
Analysis: Linear SVM 
1. DavidLawder 8.0


669237newsML.txt C:\Users\Rasata Liantsoa\Documents\4INFO\Acqdeco\Reuters50_50\Reuters50_50\C50test/LynnleyBrowning/669237newsML.txt
Canonicizers: Normalize ASCII 
EventDriver: Lexical Frequencies 
Analysis: Linear SVM 
1. JoWinterbottom 20.0


671745newsML.txt C:\Users\Rasata Liantsoa\Documents\4INFO\Acqdeco\Reuters50_50\Reuters50_50\C50test/LynnleyBrowning/671745newsML.txt
Canonicizers: Normalize ASCII 
EventDriver: Lexical Frequencies 
Analysis: Linear SVM 
1. JoWinterbottom 20.0


672497newsML.txt C:\Users\Rasata Liantsoa\Documents\4INFO\Acqdeco\Reuters50_50\Reuters50_50\C50test/LynnleyBrowning/672497newsML.txt
Canonicizers: Normalize ASCII 
EventDriver: Lexical Frequencies 
Analysis: Linear SVM 
1. JoWinterbottom 20.0


672575newsML.txt C:\Users\Rasata Liantsoa\Documents\4INFO\Acqdeco\Reuters50_50\Reuters50_50\C50test/LynnleyBrowning/672575newsML.txt
Canonicizers: Normalize ASCII 
EventDriver: Lexical Frequencies 
Analysis: Linear SVM 
1. AlanCrosby 2.0


675753newsML.txt C:\Users\Rasata Liantsoa\Documents\4INFO\Acqdeco\Reuters50_50\Reuters50_50\C50test/LynnleyBrowning/675753newsML.txt
Canonicizers: Normalize ASCII 
EventDriver: Lexical Frequencies 
Analysis: Linear SVM 
1. LynneO'Donnell 28.0


679778newsML.txt C:\Users\Rasata Liantsoa\Documents\4INFO\Acqdeco\Reuters50_50\Reuters50_50\C50test/LynnleyBrowning/679778newsML.txt
Canonicizers: Normalize ASCII 
EventDriver: Lexical Frequencies 
Analysis: Linear SVM 
1. LynnleyBrowning 29.0


685679newsML.txt C:\Users\Rasata Liantsoa\Documents\4INFO\Acqdeco\Reuters50_50\Reuters50_50\C50test/LynnleyBrowning/685679newsML.txt
Canonicizers: Normalize ASCII 
EventDriver: Lexical Frequencies 
Analysis: Linear SVM 
1. LynnleyBrowning 29.0


692007newsML.txt C:\Users\Rasata Liantsoa\Documents\4INFO\Acqdeco\Reuters50_50\Reuters50_50\C50test/LynnleyBrowning/692007newsML.txt
Canonicizers: Normalize ASCII 
EventDriver: Lexical Frequencies 
Analysis: Linear SVM 
1. SamuelPerry 42.0


234470newsML.txt C:\Users\Rasata Liantsoa\Documents\4INFO\Acqdeco\Reuters50_50\Reuters50_50\C50test/MarcelMichelson/234470newsML.txt
Canonicizers: Normalize ASCII 
EventDriver: Lexical Frequencies 
Analysis: Linear SVM 
1. PierreTran 39.0


234475newsML.txt C:\Users\Rasata Liantsoa\Documents\4INFO\Acqdeco\Reuters50_50\Reuters50_50\C50test/MarcelMichelson/234475newsML.txt
Canonicizers: Normalize ASCII 
EventDriver: Lexical Frequencies 
Analysis: Linear SVM 
1. MarcelMichelson 30.0


234581newsML.txt C:\Users\Rasata Liantsoa\Documents\4INFO\Acqdeco\Reuters50_50\Reuters50_50\C50test/MarcelMichelson/234581newsML.txt
Canonicizers: Normalize ASCII 
EventDriver: Lexical Frequencies 
Analysis: Linear SVM 
1. MarcelMichelson 30.0


235208newsML.txt C:\Users\Rasata Liantsoa\Documents\4INFO\Acqdeco\Reuters50_50\Reuters50_50\C50test/MarcelMichelson/235208newsML.txt
Canonicizers: Normalize ASCII 
EventDriver: Lexical Frequencies 
Analysis: Linear SVM 
1. MarcelMichelson 30.0


235357newsML.txt C:\Users\Rasata Liantsoa\Documents\4INFO\Acqdeco\Reuters50_50\Reuters50_50\C50test/MarcelMichelson/235357newsML.txt
Canonicizers: Normalize ASCII 
EventDriver: Lexical Frequencies 
Analysis: Linear SVM 
1. MarcelMichelson 30.0


235436newsML.txt C:\Users\Rasata Liantsoa\Documents\4INFO\Acqdeco\Reuters50_50\Reuters50_50\C50test/MarcelMichelson/235436newsML.txt
Canonicizers: Normalize ASCII 
EventDriver: Lexical Frequencies 
Analysis: Linear SVM 
1. MarcelMichelson 30.0


237515newsML.txt C:\Users\Rasata Liantsoa\Documents\4INFO\Acqdeco\Reuters50_50\Reuters50_50\C50test/MarcelMichelson/237515newsML.txt
Canonicizers: Normalize ASCII 
EventDriver: Lexical Frequencies 
Analysis: Linear SVM 
1. PeterHumphrey 38.0


238398newsML.txt C:\Users\Rasata Liantsoa\Documents\4INFO\Acqdeco\Reuters50_50\Reuters50_50\C50test/MarcelMichelson/238398newsML.txt
Canonicizers: Normalize ASCII 
EventDriver: Lexical Frequencies 
Analysis: Linear SVM 
1. EdnaFernandes 9.0


240216newsML.txt C:\Users\Rasata Liantsoa\Documents\4INFO\Acqdeco\Reuters50_50\Reuters50_50\C50test/MarcelMichelson/240216newsML.txt
Canonicizers: Normalize ASCII 
EventDriver: Lexical Frequencies 
Analysis: Linear SVM 
1. KarlPenhaul 21.0


240436newsML.txt C:\Users\Rasata Liantsoa\Documents\4INFO\Acqdeco\Reuters50_50\Reuters50_50\C50test/MarcelMichelson/240436newsML.txt
Canonicizers: Normalize ASCII 
EventDriver: Lexical Frequencies 
Analysis: Linear SVM 
1. KarlPenhaul 21.0


240939newsML.txt C:\Users\Rasata Liantsoa\Documents\4INFO\Acqdeco\Reuters50_50\Reuters50_50\C50test/MarcelMichelson/240939newsML.txt
Canonicizers: Normalize ASCII 
EventDriver: Lexical Frequencies 
Analysis: Linear SVM 
1. MarcelMichelson 30.0


240941newsML.txt C:\Users\Rasata Liantsoa\Documents\4INFO\Acqdeco\Reuters50_50\Reuters50_50\C50test/MarcelMichelson/240941newsML.txt
Canonicizers: Normalize ASCII 
EventDriver: Lexical Frequencies 
Analysis: Linear SVM 
1. MarcelMichelson 30.0


249680newsML.txt C:\Users\Rasata Liantsoa\Documents\4INFO\Acqdeco\Reuters50_50\Reuters50_50\C50test/MarcelMichelson/249680newsML.txt
Canonicizers: Normalize ASCII 
EventDriver: Lexical Frequencies 
Analysis: Linear SVM 
1. DavidLawder 8.0


253288newsML.txt C:\Users\Rasata Liantsoa\Documents\4INFO\Acqdeco\Reuters50_50\Reuters50_50\C50test/MarcelMichelson/253288newsML.txt
Canonicizers: Normalize ASCII 
EventDriver: Lexical Frequencies 
Analysis: Linear SVM 
1. TimFarrand 48.0


259817newsML.txt C:\Users\Rasata Liantsoa\Documents\4INFO\Acqdeco\Reuters50_50\Reuters50_50\C50test/MarcelMichelson/259817newsML.txt
Canonicizers: Normalize ASCII 
EventDriver: Lexical Frequencies 
Analysis: Linear SVM 
1. KarlPenhaul 21.0


262590newsML.txt C:\Users\Rasata Liantsoa\Documents\4INFO\Acqdeco\Reuters50_50\Reuters50_50\C50test/MarcelMichelson/262590newsML.txt
Canonicizers: Normalize ASCII 
EventDriver: Lexical Frequencies 
Analysis: Linear SVM 
1. RogerFillion 41.0


265353newsML.txt C:\Users\Rasata Liantsoa\Documents\4INFO\Acqdeco\Reuters50_50\Reuters50_50\C50test/MarcelMichelson/265353newsML.txt
Canonicizers: Normalize ASCII 
EventDriver: Lexical Frequencies 
Analysis: Linear SVM 
1. KirstinRidley 25.0


268216newsML.txt C:\Users\Rasata Liantsoa\Documents\4INFO\Acqdeco\Reuters50_50\Reuters50_50\C50test/MarcelMichelson/268216newsML.txt
Canonicizers: Normalize ASCII 
EventDriver: Lexical Frequencies 
Analysis: Linear SVM 
1. JoeOrtiz 17.0


268269newsML.txt C:\Users\Rasata Liantsoa\Documents\4INFO\Acqdeco\Reuters50_50\Reuters50_50\C50test/MarcelMichelson/268269newsML.txt
Canonicizers: Normalize ASCII 
EventDriver: Lexical Frequencies 
Analysis: Linear SVM 
1. EdnaFernandes 9.0


268454newsML.txt C:\Users\Rasata Liantsoa\Documents\4INFO\Acqdeco\Reuters50_50\Reuters50_50\C50test/MarcelMichelson/268454newsML.txt
Canonicizers: Normalize ASCII 
EventDriver: Lexical Frequencies 
Analysis: Linear SVM 
1. TheresePoletti 47.0


270846newsML.txt C:\Users\Rasata Liantsoa\Documents\4INFO\Acqdeco\Reuters50_50\Reuters50_50\C50test/MarcelMichelson/270846newsML.txt
Canonicizers: Normalize ASCII 
EventDriver: Lexical Frequencies 
Analysis: Linear SVM 
1. MarcelMichelson 30.0


271811newsML.txt C:\Users\Rasata Liantsoa\Documents\4INFO\Acqdeco\Reuters50_50\Reuters50_50\C50test/MarcelMichelson/271811newsML.txt
Canonicizers: Normalize ASCII 
EventDriver: Lexical Frequencies 
Analysis: Linear SVM 
1. MarcelMichelson 30.0


271812newsML.txt C:\Users\Rasata Liantsoa\Documents\4INFO\Acqdeco\Reuters50_50\Reuters50_50\C50test/MarcelMichelson/271812newsML.txt
Canonicizers: Normalize ASCII 
EventDriver: Lexical Frequencies 
Analysis: Linear SVM 
1. KeithWeir 22.0


275298newsML.txt C:\Users\Rasata Liantsoa\Documents\4INFO\Acqdeco\Reuters50_50\Reuters50_50\C50test/MarcelMichelson/275298newsML.txt
Canonicizers: Normalize ASCII 
EventDriver: Lexical Frequencies 
Analysis: Linear SVM 
1. PierreTran 39.0


303194newsML.txt C:\Users\Rasata Liantsoa\Documents\4INFO\Acqdeco\Reuters50_50\Reuters50_50\C50test/MarcelMichelson/303194newsML.txt
Canonicizers: Normalize ASCII 
EventDriver: Lexical Frequencies 
Analysis: Linear SVM 
1. MarcelMichelson 30.0


303920newsML.txt C:\Users\Rasata Liantsoa\Documents\4INFO\Acqdeco\Reuters50_50\Reuters50_50\C50test/MarcelMichelson/303920newsML.txt
Canonicizers: Normalize ASCII 
EventDriver: Lexical Frequencies 
Analysis: Linear SVM 
1. LynnleyBrowning 29.0


306113newsML.txt C:\Users\Rasata Liantsoa\Documents\4INFO\Acqdeco\Reuters50_50\Reuters50_50\C50test/MarcelMichelson/306113newsML.txt
Canonicizers: Normalize ASCII 
EventDriver: Lexical Frequencies 
Analysis: Linear SVM 
1. MarcelMichelson 30.0


306932newsML.txt C:\Users\Rasata Liantsoa\Documents\4INFO\Acqdeco\Reuters50_50\Reuters50_50\C50test/MarcelMichelson/306932newsML.txt
Canonicizers: Normalize ASCII 
EventDriver: Lexical Frequencies 
Analysis: Linear SVM 
1. JoWinterbottom 20.0


309164newsML.txt C:\Users\Rasata Liantsoa\Documents\4INFO\Acqdeco\Reuters50_50\Reuters50_50\C50test/MarcelMichelson/309164newsML.txt
Canonicizers: Normalize ASCII 
EventDriver: Lexical Frequencies 
Analysis: Linear SVM 
1. PierreTran 39.0


312308newsML.txt C:\Users\Rasata Liantsoa\Documents\4INFO\Acqdeco\Reuters50_50\Reuters50_50\C50test/MarcelMichelson/312308newsML.txt
Canonicizers: Normalize ASCII 
EventDriver: Lexical Frequencies 
Analysis: Linear SVM 
1. PierreTran 39.0


313235newsML.txt C:\Users\Rasata Liantsoa\Documents\4INFO\Acqdeco\Reuters50_50\Reuters50_50\C50test/MarcelMichelson/313235newsML.txt
Canonicizers: Normalize ASCII 
EventDriver: Lexical Frequencies 
Analysis: Linear SVM 
1. KeithWeir 22.0


319004newsML.txt C:\Users\Rasata Liantsoa\Documents\4INFO\Acqdeco\Reuters50_50\Reuters50_50\C50test/MarcelMichelson/319004newsML.txt
Canonicizers: Normalize ASCII 
EventDriver: Lexical Frequencies 
Analysis: Linear SVM 
1. MarcelMichelson 30.0


325089newsML.txt C:\Users\Rasata Liantsoa\Documents\4INFO\Acqdeco\Reuters50_50\Reuters50_50\C50test/MarcelMichelson/325089newsML.txt
Canonicizers: Normalize ASCII 
EventDriver: Lexical Frequencies 
Analysis: Linear SVM 
1. EdnaFernandes 9.0


326084newsML.txt C:\Users\Rasata Liantsoa\Documents\4INFO\Acqdeco\Reuters50_50\Reuters50_50\C50test/MarcelMichelson/326084newsML.txt
Canonicizers: Normalize ASCII 
EventDriver: Lexical Frequencies 
Analysis: Linear SVM 
1. EdnaFernandes 9.0


326839newsML.txt C:\Users\Rasata Liantsoa\Documents\4INFO\Acqdeco\Reuters50_50\Reuters50_50\C50test/MarcelMichelson/326839newsML.txt
Canonicizers: Normalize ASCII 
EventDriver: Lexical Frequencies 
Analysis: Linear SVM 
1. KeithWeir 22.0


329000newsML.txt C:\Users\Rasata Liantsoa\Documents\4INFO\Acqdeco\Reuters50_50\Reuters50_50\C50test/MarcelMichelson/329000newsML.txt
Canonicizers: Normalize ASCII 
EventDriver: Lexical Frequencies 
Analysis: Linear SVM 
1. NickLouth 36.0


338982newsML.txt C:\Users\Rasata Liantsoa\Documents\4INFO\Acqdeco\Reuters50_50\Reuters50_50\C50test/MarcelMichelson/338982newsML.txt
Canonicizers: Normalize ASCII 
EventDriver: Lexical Frequencies 
Analysis: Linear SVM 
1. PierreTran 39.0


341142newsML.txt C:\Users\Rasata Liantsoa\Documents\4INFO\Acqdeco\Reuters50_50\Reuters50_50\C50test/MarcelMichelson/341142newsML.txt
Canonicizers: Normalize ASCII 
EventDriver: Lexical Frequencies 
Analysis: Linear SVM 
1. TimFarrand 48.0


342055newsML.txt C:\Users\Rasata Liantsoa\Documents\4INFO\Acqdeco\Reuters50_50\Reuters50_50\C50test/MarcelMichelson/342055newsML.txt
Canonicizers: Normalize ASCII 
EventDriver: Lexical Frequencies 
Analysis: Linear SVM 
1. TimFarrand 48.0


344888newsML.txt C:\Users\Rasata Liantsoa\Documents\4INFO\Acqdeco\Reuters50_50\Reuters50_50\C50test/MarcelMichelson/344888newsML.txt
Canonicizers: Normalize ASCII 
EventDriver: Lexical Frequencies 
Analysis: Linear SVM 
1. MarcelMichelson 30.0


345720newsML.txt C:\Users\Rasata Liantsoa\Documents\4INFO\Acqdeco\Reuters50_50\Reuters50_50\C50test/MarcelMichelson/345720newsML.txt
Canonicizers: Normalize ASCII 
EventDriver: Lexical Frequencies 
Analysis: Linear SVM 
1. MarcelMichelson 30.0


348314newsML.txt C:\Users\Rasata Liantsoa\Documents\4INFO\Acqdeco\Reuters50_50\Reuters50_50\C50test/MarcelMichelson/348314newsML.txt
Canonicizers: Normalize ASCII 
EventDriver: Lexical Frequencies 
Analysis: Linear SVM 
1. MarcelMichelson 30.0


348315newsML.txt C:\Users\Rasata Liantsoa\Documents\4INFO\Acqdeco\Reuters50_50\Reuters50_50\C50test/MarcelMichelson/348315newsML.txt
Canonicizers: Normalize ASCII 
EventDriver: Lexical Frequencies 
Analysis: Linear SVM 
1. MarcelMichelson 30.0


351515newsML.txt C:\Users\Rasata Liantsoa\Documents\4INFO\Acqdeco\Reuters50_50\Reuters50_50\C50test/MarcelMichelson/351515newsML.txt
Canonicizers: Normalize ASCII 
EventDriver: Lexical Frequencies 
Analysis: Linear SVM 
1. KevinMorrison 24.0


351579newsML.txt C:\Users\Rasata Liantsoa\Documents\4INFO\Acqdeco\Reuters50_50\Reuters50_50\C50test/MarcelMichelson/351579newsML.txt
